Seq #,Journal Title,ISSN,E-ISSN,WoS Edition,WoS Category,Active WoS CC
92268J,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,0040-8727,1349-3329,SCIE,MEDICINE> GENERAL & INTERNAL,Yes
92268J,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,0040-8727,1349-3329,SCIE,MEDICINE> RESEARCH & EXPERIMENTAL,Yes
03576J,TOHOKU MATHEMATICAL JOURNAL,0040-8735,0040-8735,SCIE,MATHEMATICS,Yes
D1451J,Tokyo Journal of Mathematics,0387-3870,,SCIE,MATHEMATICS,Yes
D8680J,Tomography,2379-1381,2379-1381,ESCI,MEDICAL LABORATORY TECHNOLOGY,Yes
D6729J,Tomsk State University Journal,1561-7793,1561-803X,ESCI,MULTIDISCIPLINARY SCIENCES,Yes
D9740J,Tomskii Zhurnal Lingvisticheskikh i Antropologicheskikh Issledovanii-Tomsk Journal of Linguistics and Anthropology,2307-6119,2307-6119,ESCI,ANTHROPOLOGY,Yes
92301J,TOOL AND MANUFACTURING ENGINEER,,,SCIE,ENGINEERING> MANUFACTURING,No
04777J,TOOLING & PRODUCTION,0040-9243,,SCIE,ENGINEERING> MECHANICAL,No
C6718J,Top,1134-5764,1863-8279,SCIE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Yes
D1545J,TOPIA-Canadian Journal of Cultural Studies,1206-0143,1916-0194,AHCI> SSCI,CULTURAL STUDIES,Yes
13005J,TOPICAL PROBLEMS OF PSYCHOTHERAPY,0082-4925,,SCIE,PSYCHIATRY,No
D7463J,Topicos-Revista de Filosofia,0188-6649,2007-8498,ESCI,PHILOSOPHY,Yes
00091S,Topics in Applied Physics,0303-4216,,SCIE,PHYSICS> APPLIED,Yes
11386J,TOPICS IN CATALYSIS,1022-5528,1572-9028,SCIE,CHEMISTRY> PHYSICAL,Yes
11386J,TOPICS IN CATALYSIS,1022-5528,1572-9028,SCIE,CHEMISTRY> APPLIED,Yes
D5380J,TOPICS IN CLINICAL NUTRITION,0883-5691,1550-5146,SCIE,NUTRITION & DIETETICS,Yes
D0290J,Topics in Cognitive Science,1756-8757,1756-8765,SSCI,PSYCHOLOGY> EXPERIMENTAL,Yes
C8028J,Topics in Companion Animal Medicine,1938-9736,1946-9837,SCIE,VETERINARY SCIENCES,Yes
D7910J,Topics in Current Chemistry,2365-0869,2364-8961,SCIE,CHEMISTRY> MULTIDISCIPLINARY,Yes
00092S,Topics in Current Chemistry-Series,0340-1022,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
07162J,TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,0271-1214,1538-4845,SSCI,EDUCATION> SPECIAL,Yes
11170J,TOPICS IN GERIATRIC REHABILITATION,0882-7524,1550-2414,SSCI,GERONTOLOGY,Yes
11170J,TOPICS IN GERIATRIC REHABILITATION,0882-7524,1550-2414,SSCI,REHABILITATION,Yes
06352J,TOPICS IN LANGUAGE DISORDERS,0271-8294,1550-3259,SSCI,REHABILITATION,Yes
06352J,TOPICS IN LANGUAGE DISORDERS,0271-8294,1550-3259,SSCI,LINGUISTICS,Yes
D8903J,Topics in Linguistics,1337-7590,2199-6504,ESCI,LANGUAGE & LINGUISTICS,Yes
10416J,TOPICS IN MAGNETIC RESONANCE IMAGING,0899-3459,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
10354S,Topics in Organometallic Chemistry,1436-6002,,SCIE,CHEMISTRY> ORGANIC,No
10354S,Topics in Organometallic Chemistry,1436-6002,,SCIE,CHEMISTRY> INORGANIC & NUCLEAR,No
00183S,TOPICS IN STEREOCHEMISTRY,0082-500X,,SCIE,CHEMISTRY> ORGANIC,No
C6929J,Topics in Stroke Rehabilitation,1074-9357,1945-5119,SCIE,REHABILITATION,Yes
04598J,TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,0167-7411,1572-8749,AHCI,PHILOSOPHY,Yes
D4548J,Topoi-Revista de Historia,2237-101X,2237-101X,ESCI,HISTORY,Yes
C5764J,Topological Methods in Nonlinear Analysis,1230-3429,1230-3429,SCIE,MATHEMATICS,Yes
92278J,TOPOLOGY,0040-9383,,SCIE,MATHEMATICS,No
03645J,TOPOLOGY AND ITS APPLICATIONS,0166-8641,1879-3207,SCIE,MATHEMATICS,Yes
03645J,TOPOLOGY AND ITS APPLICATIONS,0166-8641,1879-3207,SCIE,MATHEMATICS> APPLIED,Yes
D3007J,Toronto Journal of Theology,0826-9831,1918-6371,ESCI,RELIGION,Yes
D9190J,Torre del Virrey-Revista de Estudios Culturales,1885-7353,2255-2022,ESCI,HUMANITIES> MULTIDISCIPLINARY,Yes
D7765J,Torres de Lucca-Revista Internacional de Filosofia Politica,2255-3827,2255-3827,ESCI,PHILOSOPHY,Yes
D9976J,Tort Law Review,1039-3285,1039-3285,ESCI,LAW,Yes
11404J,TOTAL QUALITY MANAGEMENT,0954-4127,,SSCI,MANAGEMENT,No
14038J,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,1478-3363,1478-3371,SSCI,MANAGEMENT,Yes
D3738J,Totalitarismus und Demokratie,1612-9008,2196-8276,ESCI,POLITICAL SCIENCE,Yes
03015J,TOUNG PAO,0082-5433,,AHCI,ASIAN STUDIES,Yes
D6413J,Tourism,1332-7461,1849-1545,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D3160J,Tourism Analysis,1083-5423,1943-3999,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
E0095J,Tourism and Hospitality Management-Croatia,1330-7533,1847-3377,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D3169J,Tourism and Hospitality Research,1467-3584,1742-9692,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
C8196J,Tourism Economics,1354-8166,2044-0375,SSCI,ECONOMICS,Yes
C8196J,Tourism Economics,1354-8166,2044-0375,SSCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
C7905J,Tourism Geographies,1461-6688,1470-1340,SSCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
10646J,TOURISM MANAGEMENT,0261-5177,1879-3193,SSCI,ENVIRONMENTAL STUDIES,Yes
10646J,TOURISM MANAGEMENT,0261-5177,1879-3193,SSCI,MANAGEMENT,Yes
10646J,TOURISM MANAGEMENT,0261-5177,1879-3193,SSCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D7111J,Tourism Management Perspectives,2211-9736,2211-9744,ESCI> SSCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D7111J,Tourism Management Perspectives,2211-9736,2211-9744,ESCI> SSCI,MANAGEMENT,Yes
D6549J,Tourism Planning & Development,2156-8316,2156-8324,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D7358J,Tourism Review,1660-5373,1759-8451,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D3161J,Tourism Review International,1544-2721,1943-4421,ESCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D2652J,Tourist Studies,1468-7976,1741-3206,SSCI,HOSPITALITY> LEISURE> SPORT & TOURISM,Yes
D6711J,Town and Regional Planning,1012-280X,2415-0495,ESCI,PLANNING & DEVELOPMENT,Yes
92422J,TOWN PLANNING REVIEW,0041-0020,1478-341X,ESCI> SSCI,URBAN STUDIES,Yes
11875J,TOXIC SUBSTANCE MECHANISMS,1076-9188,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
11875J,TOXIC SUBSTANCE MECHANISMS,1076-9188,,SCIE,TOXICOLOGY,No
07175J,TOXICOLOGIC PATHOLOGY,0192-6233,1533-1601,SCIE,TOXICOLOGY,Yes
07175J,TOXICOLOGIC PATHOLOGY,0192-6233,1533-1601,SCIE,PATHOLOGY,Yes
04589J,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,0277-2248,1029-0486,SCIE,TOXICOLOGY,Yes
04589J,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,0277-2248,1029-0486,SCIE,ENVIRONMENTAL SCIENCES,Yes
D9161J,Toxicological Research,1976-8257,2234-2753,ESCI,TOXICOLOGY,Yes
12272J,TOXICOLOGICAL SCIENCES,1096-6080,1096-0929,SCIE,TOXICOLOGY,Yes
D3253J,Toxicologie Analytique et Clinique,2352-0078,2352-0086,ESCI,TOXICOLOGY,Yes
92455J,TOXICOLOGY,0300-483X,,SCIE,PHARMACOLOGY & PHARMACY,No
92455J,TOXICOLOGY,0300-483X,,SCIE,TOXICOLOGY,No
92444J,TOXICOLOGY AND APPLIED PHARMACOLOGY,0041-008X,1096-0333,SCIE,TOXICOLOGY,Yes
92444J,TOXICOLOGY AND APPLIED PHARMACOLOGY,0041-008X,1096-0333,SCIE,PHARMACOLOGY & PHARMACY,Yes
07244J,TOXICOLOGY AND INDUSTRIAL HEALTH,0748-2337,1477-0393,SCIE,TOXICOLOGY,Yes
07244J,TOXICOLOGY AND INDUSTRIAL HEALTH,0748-2337,1477-0393,SCIE,PUBLIC> ENVIRONMENTAL & OCCUPATIONAL HEALTH,Yes
07366J,TOXICOLOGY IN VITRO,0887-2333,,SCIE,TOXICOLOGY,Yes
92449J,TOXICOLOGY LETTERS,0378-4274,1879-3169,SCIE,TOXICOLOGY,Yes
13813J,TOXICOLOGY MECHANISMS AND METHODS,1537-6516,1537-6524,SCIE,TOXICOLOGY,Yes
10286J,TOXICOLOGY METHODS,1051-7235,,SCIE,TOXICOLOGY,No
D8560J,Toxicology Reports,2214-7500,2214-7500,ESCI,TOXICOLOGY,Yes
D1620J,Toxicology Research,2045-452X,2045-4538,SCIE,TOXICOLOGY,Yes
92488J,TOXICON,0041-0101,,SCIE,TOXICOLOGY,Yes
92488J,TOXICON,0041-0101,,SCIE,PHARMACOLOGY & PHARMACY,Yes
D6229J,Toxics,2305-6304,2305-6304,ESCI,TOXICOLOGY,Yes
C5851J,Toxin Reviews,1556-9543,1556-9551,SCIE,TOXICOLOGY,Yes
D1341J,Toxins,2072-6651,2072-6651,SCIE,FOOD SCIENCE & TECHNOLOGY,Yes
D1341J,Toxins,2072-6651,2072-6651,SCIE,TOXICOLOGY,Yes
D6045J,TPM-Testing Psychometrics Methodology in Applied Psychology,1972-6325,,ESCI,PSYCHOLOGY> APPLIED,Yes
D4573J,TPM-The Philosophers Magazine,1354-814X,2048-4674,ESCI,PHILOSOPHY,Yes
E0413J,Trabajo Social,0123-4986,2256-5493,ESCI,SOCIAL WORK,Yes
D5693J,Trabajo Social Global-Global Social Work,2013-6757,2013-6757,ESCI,SOCIAL WORK,Yes
C7993J,Trabajos de Prehistoria,0082-5638,1988-3218,AHCI> SSCI,ARCHAEOLOGY,Yes
C7993J,Trabajos de Prehistoria,0082-5638,1988-3218,AHCI> SSCI,ANTHROPOLOGY,Yes
D6881J,Trabajos y comunicaciones,0325-173X,2346-8971,ESCI,HISTORY,Yes
10805J,TRACE ELEMENTS AND ELECTROLYTES,0946-2104,0946-2104,SCIE,ENDOCRINOLOGY & METABOLISM,Yes
10805J,TRACE ELEMENTS AND ELECTROLYTES,0946-2104,0946-2104,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
06372J,TRACE ELEMENTS IN MEDICINE,0174-7371,,SCIE,MEDICINE> GENERAL & INTERNAL,No
00795J,TRACKS-A JOURNAL OF ARTISTS WRITINGS,,,AHCI,LITERARY REVIEWS,No
04542J,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0165-9936,1879-3142,SCIE,CHEMISTRY> ANALYTICAL,Yes
D7569J,Tradition & Discovery,1057-1027,2154-1566,ESCI,PHILOSOPHY,Yes
01263J,TRADITION-A JOURNAL OF ORTHODOX JEWISH THOUGHT,0041-0608,,AHCI,RELIGION,Yes
00896J,TRADITIO-STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,0362-1529,2166-5508,AHCI,MEDIEVAL & RENAISSANCE STUDIES,Yes
D5451J,Tradumatica-Traduccio i Tecnologies de la Informacio i la Comunicacio,1578-7559,1578-7559,ESCI,LINGUISTICS,Yes
13348J,TRAFFIC,1398-9219,1600-0854,SCIE,CELL BIOLOGY,Yes
92500J,TRAFFIC ENGINEERING,,,SCIE,ENGINEERING> CIVIL,No
92503J,TRAFFIC ENGINEERING & CONTROL,,,SCIE,ENGINEERING> CIVIL,No
C8687J,Traffic Injury Prevention,1538-9588,1538-957X,SCIE> SSCI,TRANSPORTATION,Yes
C8687J,Traffic Injury Prevention,1538-9588,1538-957X,SCIE> SSCI,PUBLIC> ENVIRONMENTAL & OCCUPATIONAL HEALTH,Yes
92510J,TRAFFIC QUARTERLY,0041-0713,,SCIE>SSCI,TRANSPORTATION SCIENCE & TECHNOLOGY,No
09542J,TRAINING & DEVELOPMENT,1055-9760,,SSCI,PSYCHOLOGY> APPLIED,No
09542J,TRAINING & DEVELOPMENT,1055-9760,,SSCI,BUSINESS,No
D0025J,Training and Education in Professional Psychology,1931-3918,1931-3926,SSCI,PSYCHOLOGY> EDUCATIONAL,Yes
D6294J,Traitement Automatique des Langues,1248-9433,1965-0906,ESCI,LINGUISTICS,Yes
C7620J,Traitement du Signal,0765-0019,,SCIE,ENGINEERING> ELECTRICAL & ELECTRONIC,Yes
C7620J,Traitement du Signal,0765-0019,,SCIE,COMPUTER SCIENCE> ARTIFICIAL INTELLIGENCE,Yes
C8210J,Trakya Universitesi Tip Fakultesi Dergisi,1301-3149,,SCIE,MEDICINE> GENERAL & INTERNAL,No
C7987J,TRAMES-Journal of the Humanities and Social Sciences,1406-0922,1736-7514,AHCI> SSCI,SOCIAL SCIENCES> INTERDISCIPLINARY,Yes
C7987J,TRAMES-Journal of the Humanities and Social Sciences,1406-0922,1736-7514,AHCI> SSCI,HUMANITIES> MULTIDISCIPLINARY,Yes
92621J,TRANSACTIONS AMERICAN ACADEMY OF OPHTHALMOLOGY AND OTOLARYNGOLOGY,,,SCIE,OPHTHALMOLOGY,No
92621J,TRANSACTIONS AMERICAN ACADEMY OF OPHTHALMOLOGY AND OTOLARYNGOLOGY,,,SCIE,OTORHINOLARYNGOLOGY,No
92884J,TRANSACTIONS AMERICAN SOCIETY FOR ARTIFICIAL INTERNAL ORGANS,0066-0078,,SCIE,ENGINEERING> BIOMEDICAL,No
93250J,TRANSACTIONS AND JOURNAL OF THE BRITISH CERAMIC SOCIETY,0307-7357,,SCIE,MATERIALS SCIENCE> CERAMICS,No
05713J,TRANSACTIONS AND JOURNAL OF THE PLASTICS INSTITUTE,,,SCIE,POLYMER SCIENCE,No
D0723J,Transactions in GIS,1361-1682,1467-9671,SSCI,GEOGRAPHY,Yes
D9142J,Transactions of A Razmadze Mathematical Institute,2346-8092,2346-8092,ESCI,MATHEMATICS,Yes
C7436J,Transactions of FAMENA,1333-1124,1333-1124,SCIE,ENGINEERING> MECHANICAL,Yes
C7436J,Transactions of FAMENA,1333-1124,1333-1124,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
11405J,TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,1003-6326,2210-3384,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
12965J,TRANSACTIONS OF THE ACADEMY OF SCIENCES USSR-MATHEMATICAL SERIES,,,SCIE,MATHEMATICS,No
07498J,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,0002-8320,2162-3139,SCIE,ENTOMOLOGY,Yes
92664J,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,0002-8487,1548-8659,SCIE,FISHERIES,Yes
07518J,TRANSACTIONS OF THE AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,0096-7408,,SCIE,ENGINEERING> CHEMICAL,No
05778J,TRANSACTIONS OF THE AMERICAN INSTITUTE OF MINING AND METALLURGICAL ENGINEERS,0096-4778,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
05778J,TRANSACTIONS OF THE AMERICAN INSTITUTE OF MINING AND METALLURGICAL ENGINEERS,0096-4778,,SCIE,ENGINEERING> CIVIL,No
92752J,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947,1088-6850,SCIE,MATHEMATICS,Yes
92796J,TRANSACTIONS OF THE AMERICAN MICROSCOPICAL SOCIETY,0003-0023,,SCIE,MICROSCOPY,No
C7754J,Transactions of the American Philological Association,0360-5949,1533-0699,AHCI,CLASSICS,Yes
02866S,TRANSACTIONS OF THE AMERICAN PHILOLOGICAL ASSOCIATION-SERIES,0360-5949,,AHCI,CLASSICS,No
92862J,TRANSACTIONS OF THE AMERICAN PHILOSOPHICAL SOCIETY,0065-9746,2325-9264,AHCI> SSCI,HUMANITIES> MULTIDISCIPLINARY,Yes
07520J,TRANSACTIONS OF THE AMERICAN SOCIETY FOR METALS,0096-7416,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
07521J,TRANSACTIONS OF THE AMERICAN SOCIETY OF CIVIL ENGINEERS,0066-0604,,SCIE,ENGINEERING> CIVIL,No
00316J,TRANSACTIONS OF THE ANCIENT MONUMENTS SOCIETY,0951-001X,,AHCI,ARCHAEOLOGY,Yes
00316J,TRANSACTIONS OF THE ANCIENT MONUMENTS SOCIETY,0951-001X,,AHCI,ARCHITECTURE,Yes
C6524J,Transactions of the ASABE,2151-0032,2151-0040,SCIE,AGRICULTURAL ENGINEERING,Yes
92889J,TRANSACTIONS OF THE ASAE,0001-2351,,SCIE,AGRICULTURAL ENGINEERING,No
92889J,TRANSACTIONS OF THE ASAE,0001-2351,,SCIE,AGRONOMY,No
92889J,TRANSACTIONS OF THE ASAE,0001-2351,,SCIE,ENGINEERING> MULTIDISCIPLINARY,No
92889J,TRANSACTIONS OF THE ASAE,0001-2351,,SCIE,SOIL SCIENCE,No
92972J,TRANSACTIONS OF THE BRITISH BRYOLOGICAL SOCIETY,,,SCIE,PLANT SCIENCES,No
93016J,TRANSACTIONS OF THE BRITISH CERAMIC SOCIETY,,,SCIE,MATERIALS SCIENCE> CERAMICS,No
93060J,TRANSACTIONS OF THE BRITISH MYCOLOGICAL SOCIETY,0007-1536,,SCIE,MYCOLOGY,No
93071J,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,0315-8977,,SCIE,ENGINEERING> MECHANICAL,Yes
00893J,TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY,0009-1774,1558-9587,AHCI,PHILOSOPHY,Yes
07523J,TRANSACTIONS OF THE ELECTROCHEMICAL SOCIETY,0096-4743,,SCIE,ELECTROCHEMISTRY,No
93148J,TRANSACTIONS OF THE FARADAY SOCIETY,0014-7672,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
C7571J,Transactions of the Indian Ceramic Society,0371-750X,2165-5456,SCIE,MATERIALS SCIENCE> CERAMICS,Yes
00394J,TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,0972-2815,0975-1645,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
93077J,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,0020-2754,1475-5661,SSCI,GEOGRAPHY,Yes
10890J,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,0142-3312,1477-0369,SCIE,INSTRUMENTS & INSTRUMENTATION,Yes
10890J,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,0142-3312,1477-0369,SCIE,AUTOMATION & CONTROL SYSTEMS,Yes
06797J,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,0020-2967,1745-9192,SCIE,ELECTROCHEMISTRY,Yes
06797J,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,0020-2967,1745-9192,SCIE,MATERIALS SCIENCE> COATINGS & FILMS,Yes
06797J,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,0020-2967,1745-9192,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
93192J,TRANSACTIONS OF THE INSTITUTION OF CHEMICAL ENGINEERS,0046-9858,,SCIE,ENGINEERING> CHEMICAL,No
12641J,TRANSACTIONS OF THE INSTITUTION OF CHEMICAL ENGINEERS AND THE CHEMICAL ENGINEER,,,SCIE,ENGINEERING> CHEMICAL,No
93214J,Transactions of the Institutions of Mining and Metallurgy Section A-Mining Technology,0371-7844,1743-2863,SCIE> ESCI,MINING & MINERAL PROCESSING,Yes
93216J,Transactions of the Institutions of Mining and Metallurgy Section B-Applied Earth Science,0371-7453,1743-2758,SCIE> ESCI,GEOSCIENCES> MULTIDISCIPLINARY,Yes
93218J,TRANSACTIONS OF THE INSTITUTIONS OF MINING AND METALLURGY SECTION C-MINERAL PROCESSING AND EXTRACTIVE METALLURGY,0371-9553,1743-2855,SCIE> ESCI,MINING & MINERAL PROCESSING,Yes
93236J,TRANSACTIONS OF THE IRON AND STEEL INSTITUTE OF JAPAN,0021-1583,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
93324J,TRANSACTIONS OF THE JAPAN INSTITUTE OF METALS,0021-4434,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
93347J,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,0549-3811,0549-3811,SCIE,ENGINEERING> AEROSPACE,Yes
D9912J,Transactions of the Korean Society of Mechanical Engineers A,1226-4873,2288-5226,ESCI,ENGINEERING> MECHANICAL,Yes
D9670J,Transactions of the Korean Society of Mechanical Engineers B,1226-4881,1226-4881,ESCI,ENGINEERING> MECHANICAL,Yes
10229J,TRANSACTIONS OF THE METAL FINISHERS ASSOCIATION OF INDIA,0971-5304,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
93368J,TRANSACTIONS OF THE METALLURGICAL SOCIETY OF AIME,0543-5722,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
93412J,TRANSACTIONS OF THE NEW YORK ACADEMY OF SCIENCES,0028-7113,,SCIE,MULTIDISCIPLINARY SCIENCES,No
93434J,TRANSACTIONS OF THE OPHTHALMOLOGICAL SOCIETIES OF THE UNITED KINGDOM,0078-5334,,SCIE,OPHTHALMOLOGY,No
C1105J,TRANSACTIONS OF THE OPHTHALMOLOGICAL SOCIETY OF AUSTRALIA,0067-1789,,SCIE,OPHTHALMOLOGY,No
06736J,TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,0079-1636,1467-968X,AHCI,LANGUAGE & LINGUISTICS,Yes
93456J,TRANSACTIONS OF THE ROYAL ENTOMOLOGICAL SOCIETY OF LONDON,,,SCIE,ENTOMOLOGY,No
04226S,Transactions of the Royal Historical Society,0080-4401,,AHCI,HISTORY,No
93500J,TRANSACTIONS OF THE ROYAL SOCIETY OF CANADA,,,SCIE,MULTIDISCIPLINARY SCIENCES,No
09272J,TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH-EARTH SCIENCES,0263-5933,,SCIE,PALEONTOLOGY,No
09272J,TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH-EARTH SCIENCES,0263-5933,,SCIE,GEOSCIENCES> MULTIDISCIPLINARY,No
09272J,TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH-EARTH SCIENCES,0263-5933,,SCIE,GEOLOGY,No
93676J,TRANSACTIONS OF THE ROYAL SOCIETY OF NEW ZEALAND -ZOOLOGY,,,SCIE,ZOOLOGY,No
93544J,TRANSACTIONS OF THE ROYAL SOCIETY OF NEW ZEALAND-BOTANY,,,SCIE,PLANT SCIENCES,No
93588J,TRANSACTIONS OF THE ROYAL SOCIETY OF NEW ZEALAND-GENERAL,,,SCIE,MULTIDISCIPLINARY SCIENCES,No
93720J,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AFRICA,0035-919X,,SCIE,MULTIDISCIPLINARY SCIENCES,No
12373J,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0372-1426,2204-0293,SCIE,MULTIDISCIPLINARY SCIENCES,Yes
93764J,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,0035-9203,1878-3503,SCIE,PUBLIC> ENVIRONMENTAL & OCCUPATIONAL HEALTH,Yes
93764J,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,0035-9203,1878-3503,SCIE,TROPICAL MEDICINE,Yes
10859J,TRANSACTIONS OF THE SOCIETY FOR COMPUTER SIMULATION INTERNATIONAL,0740-6797,,SCIE,COMPUTER SCIENCE> SOFTWARE ENGINEERING,No
10859J,TRANSACTIONS OF THE SOCIETY FOR COMPUTER SIMULATION INTERNATIONAL,0740-6797,,SCIE,COMPUTER SCIENCE> INTERDISCIPLINARY APPLICATIONS,No
05714J,TRANSACTIONS OF THE SOCIETY OF INSTRUMENT TECHNOLOGY,,,SCIE,INSTRUMENTS & INSTRUMENTATION,No
05779J,TRANSACTIONS OF THE SOCIETY OF MINING ENGINEERS OF AIME,,,SCIE,MINING & MINERAL PROCESSING,No
05780J,TRANSACTIONS OF THE SOCIETY OF PETROLEUM ENGINEERS OF AIME,,,SCIE,ENGINEERING> PETROLEUM,No
93812J,TRANSACTIONS OF THE SOCIETY OF RHEOLOGY,0038-0032,,SCIE,MECHANICS,No
93832J,TRANSACTIONS OF THE ST JOHNS HOSPITAL DERMATOLOGICAL SOCIETY,,,SCIE,DERMATOLOGY,No
06613J,TRANSACTIONS OF THE TOKYO UNIVERSITY OF FISHERIES-TOKYO SUISAN DAIGAKU TOKUBETSU KENKYU HOKOKU,0388-0966,,SCIE,FISHERIES,No
93852J,TRANSACTIONS OF THE WISCONSIN ACADEMY SCIENCES ARTS AND LETTERS,,,SCIE,MULTIDISCIPLINARY SCIENCES,No
D4549J,Transactions on Combinatorics,2251-8657,2251-8665,ESCI,MATHEMATICS,Yes
D4506J,Transactions on Data Privacy,1888-5063,2013-1631,ESCI,COMPUTER SCIENCE> THEORY & METHODS,Yes
D4507J,Transactions on Electrical and Electronic Materials,1229-7607,2092-7592,ESCI,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
D1164J,Transactions on Emerging Telecommunications Technologies,2161-3915,2161-3915,SCIE,TELECOMMUNICATIONS,Yes
D9636J,Transactions on Maritime Science-ToMS,1848-3305,1848-3313,ESCI,ENGINEERING> MARINE,Yes
92708J,TRANSACTIONS-AMERICAN GEOPHYSICAL UNION,0002-8606,,SCIE,GEOCHEMISTRY & GEOPHYSICS,No
05635J,TRANSAFRICAN JOURNAL OF HISTORY,0041-106X,,AHCI,HISTORY,No
C7933J,Transboundary and Emerging Diseases,1865-1674,1865-1682,SCIE,INFECTIOUS DISEASES,Yes
C7933J,Transboundary and Emerging Diseases,1865-1674,1865-1682,SCIE,VETERINARY SCIENCES,Yes
D8885J,Transcription-Austin,2154-1264,2154-1272,ESCI,BIOCHEMISTRY & MOLECULAR BIOLOGY,Yes
C8688J,Transcultural Psychiatry,1363-4615,1461-7471,SSCI,ANTHROPOLOGY,Yes
C8688J,Transcultural Psychiatry,1363-4615,1461-7471,SSCI,PSYCHIATRY,Yes
D4534J,Transcultural Studies,2191-6411,2191-6411,ESCI,HISTORY,Yes
E0043J,Transfer-European Review of Labour and Research,1024-2589,1996-7284,ESCI,INDUSTRIAL RELATIONS & LABOR,Yes
D8973J,Transfers-Interdisciplinary Journal of Mobility Studies,2045-4813,2045-4821,ESCI,HISTORY,Yes
C8744J,Trans-Form-Acao,0101-3173,,AHCI,PHILOSOPHY,Yes
13177J,TRANSFORMATION GROUPS,1083-4362,1531-586X,SCIE,MATHEMATICS,Yes
D5209J,Transformation-An International Journal of Holistic Mission Studies,0265-3788,1759-8931,ESCI,RELIGION,Yes
D5784J,Transformation-Critical Perspectives on Southern Africa,0258-7696,1726-1368,ESCI,AREA STUDIES,Yes
